,ids,urls,titles,labels
578,6hd_Fpxta7I,https://www.youtube.com/watch?v=6hd_Fpxta7I,Molly Ball's Article Does Not Prove the 2020 U.S. Elections Were Rigged,1
579,EdcDn4RtzSE,https://www.youtube.com/watch?v=EdcDn4RtzSE,President Donald Trump loses elections | US Elections 2020 | President Joe Biden,2
580,sTNBpwsgaQM,https://www.youtube.com/watch?v=sTNBpwsgaQM,Kamala Harris vs Donald Trump | 2024 Presidential Election Night FULL COVERAGE,1
581,2796X94XMOs,https://www.youtube.com/watch?v=2796X94XMOs,पाकिस्तान ईरान की नौसेना अभ्यास | US Army Iraq today news | Israel election latest news Nonstop news,0
582,dmYBeHdvVjw,https://www.youtube.com/watch?v=dmYBeHdvVjw,Reality Behind US Presidential Election  Trump VS Biden l Who Controls The US Elections 1992,2
583,N9SaMgg0cHM,https://www.youtube.com/watch?v=N9SaMgg0cHM,Peru goes to the Polls:  2021 Presidential Elections.,1
584,kqSb32tfASU,https://www.youtube.com/watch?v=kqSb32tfASU,"Attili Sattibabu LKG Telugu Full Movie | Allari Naresh, Vidisha | Sri Balaji Video",0
585,vn7ufa9iy7g,https://www.youtube.com/watch?v=vn7ufa9iy7g,"Mr.PelliKoduku Telugu Full Movie | Sunil, Isha Chawla | Sri Balaji Video",0
586,L75xu98oH70,https://www.youtube.com/watch?v=L75xu98oH70,Ousainou Darboe  has duly been as presidential candidate for 2021 presidential election,1
587,qW6TLP7j3O8,https://www.youtube.com/watch?v=qW6TLP7j3O8,NEOCONS CAN'T WIN! - What Last Night's Wisconsin Election REALLY Showed Us,2
588,7U9sWnhU73o,https://www.youtube.com/watch?v=7U9sWnhU73o,US Elections: Donald Trump campaign holds press briefing,1
589,n6MU3JKc5tE,https://www.youtube.com/watch?v=n6MU3JKc5tE,It appears voter fraud has been ‘quite extensive’ in the US election,2
590,yHtBsBuL4mI,https://www.youtube.com/watch?v=yHtBsBuL4mI,Moment leading up to Capitol Hill evacuation - Congress deliberate after Trump rally,2
591,ZrgSHDE0x-s,https://www.youtube.com/watch?v=ZrgSHDE0x-s,UPDATE on TransUnion Breach - RUSSIA's involvement in 2016 US elections - WIFI location Tracking,1
592,e3svbmlMALM,https://www.youtube.com/watch?v=e3svbmlMALM,"Snowden Q&A on how US Election affects your privacy, his pardon (Streamed Live)",1
593,IEsMKJMiQaw,https://www.youtube.com/watch?v=IEsMKJMiQaw,"Russia didn’t hack US election, tech giants afraid of govt – NSA whistleblower",2
594,2SOVTF127y8,https://www.youtube.com/watch?v=2SOVTF127y8,Galactic Federation of Light This US Election is About Journeying into Truth,1
595,9AWUnYm-8wY,https://www.youtube.com/watch?v=9AWUnYm-8wY,American Airlines Exposed: Statement Issued Against Texas Election Bill Without Ever Having Read It,1
